format,name,link,archetype,wr,date
timeless_bo1,Andrew00,https://mtga.untapped.gg/profile/c02cf7ed-13b0-4d02-9f9e-af4a34514d17/FRPC5MZXHFFNDD6QUQPJIF6FCM/deck/10cf6c7b-e3d8-44d8-aa05-ed55eb837a69?timeFrame=current_season,5-Color Other,76.9%,June 22
timeless_bo1,Jii-Ro,https://mtga.untapped.gg/profile/6a533b14-6a3e-4e6b-adcc-b9c0e2136c78/17A3B9F49922628/deck/28c00aeb-3e30-47bb-b4b4-2fa50c4b4532?timeFrame=current_season,5-Color Other,65.7%,June 22
timeless_bo3,prospektrefuge,https://mtga.untapped.gg/profile/c3defd8b-f847-47e3-99fd-ac28030701f2/IKW3I27NN5DXJCNTDKOU6WN42M/deck/f60596d3-f6df-4f4f-9d7f-e58b92b6724e?timeFrame=current_season,Mardu Other,50.0%,June 22
timeless_bo3,Darrow0826,https://mtga.untapped.gg/profile/219dacb8-149f-4fe9-95e3-f2c14b390fb3/YUEQ5YDE2VEITLHA4GG2M6D3ZM/deck/66b24fba-91aa-455b-b6aa-916041f44573?timeFrame=current_season,4-Color Show and Tell,65.5%,June 22
timeless_bo3,Twaver20,https://mtga.untapped.gg/profile/e7ffe853-ef05-42e1-91d6-28983758c90f/5F4DB1C3C460A5B4/deck/31f30a13-a7f4-4b09-9305-d5517cdabea6?timeFrame=current_season,Mono-Green Other,100%,June 22
standard_bo1,RX-78,https://mtga.untapped.gg/profile/705483e0-0f2f-487c-8a2a-9992a95ee2f8/5Y3RVMOAYZC57MF7JLKCKNF2WQ/deck/a8d44b6c-4abb-40a1-9bef-75215101d510?timeFrame=current_season,Boros Convoke,59.2%,June 22
standard_bo1,Jens_alge,https://mtga.untapped.gg/profile/b7d82c9e-94bb-4674-9d3b-f27c208e8857/TSIEBT5BUZEK5KHRXADOVVFMHI/deck/999c40f8-61fa-45e3-9846-0385c2e5e367?timeFrame=current_season,Azorius Control,66.0%,June 22
standard_bo3,Halbert,https://mtga.untapped.gg/profile/8fbe6eb0-c533-4b89-a7a2-8439e814dfa3/56BN7QEM3BH2ZDOUDMGGVKUYWU/deck/4f9a41d0-93e0-4d59-9414-145435351c5c?timeFrame=current_season,Izzet Prowess,87.5%,June 22
standard_bo3,Anti,https://mtga.untapped.gg/profile/6f9ba5a7-0253-4bb5-95b0-b6ec2388b397/UVER2EXXQZF2TDOKCJFTWWLXEY/deck/a984361f-81c7-4314-bb42-d34fdb6c2e0d?timeFrame=current_season,5-Color Other,55.3%,June 22
explorer_bo3,marubo0422,https://mtga.untapped.gg/profile/8b19ba53-fbf8-4c21-8882-79300f91bab3/U2GSGWBSPVG25KU5GW5TDC7YKI/deck/056eca32-e60e-47a3-9d9e-3aa50ca24831?timeFrame=current_season,Selesnya Other,52.4%,June 22
historic_bo1,Corland,https://mtga.untapped.gg/profile/3aba8e86-3b03-4efb-bebd-27fb22461c8a/7PWEJDKZVJCGPGKH6KPA52XCYA/deck/a8332d4e-e899-463d-8cad-ac832883f832?timeFrame=current_season,Mono-White Other,54.4%,June 22
historic_bo1,Phantomj,https://mtga.untapped.gg/profile/27d5cda5-8b7f-4509-a409-601a4662af39/UJ2DNH6LWJDYZCX7ZJZPLHE3JA/deck/be425056-2aca-4143-8d10-1d47b3db881d?timeFrame=current_season,Mono-Green Elves,70.5%,June 22
historic_bo1,Koegee,https://mtga.untapped.gg/profile/1b5b4735-f1fb-4a8a-8e58-096930d39749/TPTUXRHXKVHK5DZKC7WCT2ROJY/deck/98b877e6-b154-49d4-afa6-40a176e28d22?timeFrame=current_season,Jeskai Other,62.1%,June 22
standard_bo1,berrychick14,https://mtga.untapped.gg/profile/f7b1a053-076c-4287-8a76-0c3e30ee2a5e/FE7LOEZIFJD7VLBKWUKNPTPJEU/deck/58f72a78-fb1f-4039-9e98-1472be1e7536?timeFrame=current_season,Boros Convoke,63.6%,June 22
standard_bo1,DanIsGreat,https://mtga.untapped.gg/profile/9242e8f5-605f-4a93-b1ae-34c5956eb1bb/2P4J4RVXDJHPJOJCUJ4VDGKP2E/deck/a479d697-746f-45dd-a348-9e51a2f19e46?timeFrame=current_season,Mono-White Humans,59.6%,June 22
standard_bo1,Bagelflower,https://mtga.untapped.gg/profile/7265944a-ce76-43f3-9e87-85e0575e869d/A7EL5XAWFNDWDBHRMTRLYR2ABA/deck/f8af20ba-c6d2-42f7-89c9-4680fb4c54aa?timeFrame=current_season,Boros Convoke,53.7%,June 22
standard_bo1,gwark,https://mtga.untapped.gg/profile/8e1d8be1-b45c-4829-803b-df56a0bde20c/QX6JVCZITNG37OE5ZY4ZQDJDVU/deck/cc07a7de-6a11-4650-b4fa-d6833f9ca1f2?timeFrame=current_season,Rakdos Other,53.9%,June 22
standard_bo1,Ragewind,https://mtga.untapped.gg/profile/ba61d742-641c-4edd-852a-744e933febc5/C5T6JB6I4VDQNLENEIIC4ZOAUE/deck/4f4421c1-c97f-4744-b12e-6b31fc5f645f?timeFrame=current_season,Boros Convoke,66.9%,June 22
standard_bo1,Darrellr40,https://mtga.untapped.gg/profile/494827e1-151c-4a7b-b2a5-96b7fedef158/ZAS6QF7E2VG2HDNUQ4UOABJMME/deck/3b0ec459-f0be-48b8-bc54-94270a451b5f?timeFrame=current_season,Mono-Blue Tempo,,June 22
standard_bo1,alowsodiumdiet,https://mtga.untapped.gg/profile/9122facd-f6bd-4b49-80ec-6805e887d7e8/XJNU2DO6HVFCBBILYR5OQNBULE/deck/fd41c0b5-af9c-4fde-8ba2-898f9aeae150?timeFrame=current_season,Mono-Blue Tempo,66.1%,June 22
standard_bo1,Shep,https://mtga.untapped.gg/profile/cf4fdead-310f-46c1-960a-ef8968af1c6a/XNBWJN5UABBIJN4QKQJ2GJY6HQ/deck/13930b67-79d1-43c9-b620-e646f22d5389?timeFrame=current_season,Jeskai Prowess,58.0%,June 22
standard_bo1,BeepsBear,https://mtga.untapped.gg/profile/511ff9fb-8aca-43a1-8911-704b602c12b1/A7A022AF3E025F81/deck/4b54db73-ccee-4553-bb20-8d377f327928?timeFrame=current_season,Abzan Other,63.6%,June 22
standard_bo1,Neves,https://mtga.untapped.gg/profile/c88a6926-7a34-4f2e-b7c4-8756962fbc1e/FQ7QP7YQ7NGY7I55VMXRXSBLRU/deck/153dcbd2-83c0-43fd-a2f4-a4bce3d9994e?timeFrame=current_season,Mono-Black Aggro,67.7%,June 22
standard_bo1,pyonmise,https://mtga.untapped.gg/profile/6e1897d9-eaf4-4e86-8067-a016522e2736/H66GQEMUWVF2TDA5OYDFFO7KVQ/deck/a0ba3185-f01a-43c0-bfec-ab5fac0cbe81?timeFrame=current_season,Orzhov Other,53.2%,June 22
standard_bo1,SirPancakezZz,https://mtga.untapped.gg/profile/e58af1c2-6638-47c6-9eaa-25412ebe3fd7/LCLMEHD7FVH5TELG5EVQH3AEXY/deck/d74b8574-4231-456b-8693-a9e9ad173e98?timeFrame=current_season,Mono-Red Prowess,59.7%,June 22
standard_bo3,Erstin,https://mtga.untapped.gg/profile/d4ab72c1-c248-48f3-b315-b451011258bd/P2CEA7ZIHFB25IAYVYEHMS5BEU/deck/d6f15acc-0153-4d0a-8eb3-625dd55fb779?timeFrame=current_season,Naya Other,54.7%,June 22
standard_bo3,Namako,https://mtga.untapped.gg/profile/08b5b66a-c274-4254-b095-aff4c52b4471/3TU5XGAUU5BPPKQOYNJUVMEOG4/deck/5d7bfee6-d861-47a0-b273-a0a2ad8320e4?timeFrame=current_season,Mono-Black Midrange,66.7%,June 22
standard_bo3,ExiledKinG,https://mtga.untapped.gg/profile/c88ab6b1-3afd-4364-9cf6-9b992c7d38b5/813BC7C29C921803/deck/d9b09121-7592-499d-a212-cc2740a2f7b6?timeFrame=current_season,Sultai Other,59.4%,June 22
standard_bo3,Axello,https://mtga.untapped.gg/profile/d855273c-7a0a-4c73-a95c-ed9735e6dc6d/CQ5DM2JCT5D63DTWTCTY5WKG4Y/deck/086a72fe-66da-41a8-a191-5aec24a97de9?timeFrame=current_season,Bant Other,67.6%,June 22
standard_bo3,kou,https://mtga.untapped.gg/profile/01d64ca4-7164-4157-974b-4c0ee54588b4/3JL6J3IHJNFDRPDPQNWSOFT3YQ/deck/91277db8-09bb-4c67-bed2-882cae8b8531?timeFrame=current_season,Mono-Black Skeletons,72.7%,June 22
standard_bo3,Swishleo,https://mtga.untapped.gg/profile/d65bdfbf-f3ac-4af6-83df-09247d09edd9/GDO6CB67EVDBTCAAJKT3AT64ZY/deck/b0b44723-da5a-4918-9876-31974fe01b67?timeFrame=current_season,Mono-Red Aggro,75.0%,June 22
standard_bo3,Xal Dath,https://mtga.untapped.gg/profile/211f808a-d352-4647-87be-9e4603ea5ab3/2DABP5GJZBFMFNMFAOJ2MWFELE/deck/cf36612c-d1d2-4d66-a7b8-24b9b8f87760?timeFrame=current_season,Mono-Black Skeletons,86.2%,June 22
explorer_bo1,Felekion,https://mtga.untapped.gg/profile/f18f8897-7ac4-40b6-8fb6-4a134cda1bfd/R77NZD6G6JG75CBQERNWCHOVNA/deck/f473e07e-92c0-4d23-98ba-45b78d3a4cfa?timeFrame=current_season,Esper Other,61.4%,June 22
explorer_bo1,Haenyangmon,https://mtga.untapped.gg/profile/5c85a405-7212-458f-b0cd-99651d1640a7/NIZDWAH3QJHHHHSUBNOOUL2M3Y/deck/7dcbe78b-6fdf-4fed-98e3-7be83c9d120c?timeFrame=current_season,Abzan Amalia,72.3%,June 22
explorer_bo1,SaiteK,https://mtga.untapped.gg/profile/80763051-a9da-439e-99bb-c73416c00bd3/TWLZGHW4OFEAXMMEPQZEFIYZEY/deck/c2d7e9e1-9c6c-4151-a03b-3870b5a78853?timeFrame=current_season,Rakdos Other,,June 22
explorer_bo3,Quiet,https://mtga.untapped.gg/profile/428cf7db-a3b3-4828-8f32-230138f26b9c/YZAOIKLG6JEDJM3RBAVOHP4W7U/deck/59bcd485-5c35-4727-99a8-952088032989?timeFrame=current_season,Azorius Control,76.9%,June 22
explorer_bo3,益若ニコル@Vtuber,https://mtga.untapped.gg/profile/ef7f3d8a-4a4a-4651-aa81-000b778d1496/NYAELXYFPZER7OUAMPS4ZO4K2Y/deck/8d6a7176-0c00-4a1c-bd02-ba51e15fe9a0?timeFrame=current_season,Izzet Phoenix,60.0%,June 22
alchemy_bo1,GOPasteque,https://mtga.untapped.gg/profile/7305d18a-2df7-4783-b719-46bc8cd3e319/G4GYKRD75ZBEHICAXHY3VOF2S4/deck/69b7db73-746d-43e9-a62e-9527965cfe18?timeFrame=current_season,Rakdos Other,61.4%,June 22
alchemy_bo1,dat succcc,https://mtga.untapped.gg/profile/99158000-38c2-4bff-a437-d6c5ae352a3b/FV2DGUEDLBDSDBQMGLMXYKL5BQ/deck/c6acf963-c78a-41f9-9636-bf3d9c56c924?timeFrame=current_season,Golgari Toxic,81.8%,June 22
alchemy_bo1,Dimitar,https://mtga.untapped.gg/profile/93da6859-6c91-4927-acc1-bc6fa9b23720/ADJDGTNQQBFNXJRLIF5UQEPTSM/deck/a5b7215e-e76a-4ece-8079-375e8c64bde7?timeFrame=current_season,Boros Convoke,65.6%,June 22
historic_bo1,matsu,https://mtga.untapped.gg/profile/b2d47dea-3cf3-4253-b1f0-af18356fc6d1/VVANGSOFC5ECBFPB4CY7ZYFRLY/deck/54edacc5-5c0a-4fd1-9cdd-10110d2f38a3?timeFrame=current_season,Dimir Mill,66.2%,June 22
historic_bo1,alche,https://mtga.untapped.gg/profile/9ae54123-9461-40a6-9c87-0f72716f8578/9DE44CCED4A678B/deck/71e7dfac-eb50-42c4-a68e-56068f7ed439?timeFrame=current_season,5-Color Other,60.3%,June 22
historic_bo1,Picoune,https://mtga.untapped.gg/profile/8c054d34-8f4f-4c0d-9741-7c1d941210f6/2HPJSECP7FD2FD3IEBXTQUYGX4/deck/7af50a22-7903-4da3-8437-e0ccbdfb6e04?timeFrame=current_season,Mono-Black Other,,June 22
timeless_bo1,trickroom,https://mtga.untapped.gg/profile/ff794c64-deef-42ce-bbde-b2b62f2d3ef7/5A30A3C52A0842F7/deck/017afd64-28ea-4e4f-9baa-f3e5737ad9cf?timeFrame=current_season,Rakdos Phoenix,66.7%,June 22
timeless_bo1,Mono-Red,https://mtga.untapped.gg/profile/b3f2668f-0002-4179-b2cd-19c856e3ea68/CT6HCNBRKNGNNPQNCV7IFRRI34/deck/1066cf58-41e6-4435-88ed-0a66d556e26b?timeFrame=current_season,4-Color Other,63.8%,June 22
timeless_bo3,Dinoket,https://mtga.untapped.gg/profile/29ff3784-8459-420b-822e-10acf5d3230f/YSYKRSGJABH7TMY4IU6VQMMOLA/deck/67e2aa7a-fb71-40dd-ab20-2c5e909077ab?timeFrame=current_season,Dimir Control,82.1%,June 22
timeless_bo3,Caim,https://mtga.untapped.gg/profile/36490c71-2855-4060-8ef0-eb29db68718e/FZKBPS42QREMJPX5TIPVU7JARE/deck/7c31f125-255f-4784-85e1-7b969a83473a?timeFrame=current_season,4-Color Elementals,85.7%,June 22
timeless_bo3,Nitsuano,https://mtga.untapped.gg/profile/838b618a-2f23-4780-9d83-259ed85fcdb2/5235EEFE793797E4/deck/6ea4ad16-d797-4bae-9bba-8864e3064a31?timeFrame=current_season,Mono-White Other,63.0%,June 22
timeless_bo3,Gabjing,https://mtga.untapped.gg/profile/82baf0dd-51d9-46da-b228-ee1cc7bc63f7/TSUT37HT2NCHFDZKDKAAKEDPSY/deck/35a3344b-fb20-4b2a-89d8-402849ab571c?timeFrame=current_season,Gruul Other,67.6%,June 22
timeless_bo3,Novos,https://mtga.untapped.gg/profile/2b820a11-482c-4ba6-9e43-89e714edf7bc/FKQHBUVXMBGIZAQT3VZCRJF3ZY/deck/da5d0a6c-2e95-438b-8d83-83751911b8b1?timeFrame=current_season,4-Color Show and Tell,64.5%,June 22
standard_bo1,Bande,https://mtga.untapped.gg/profile/1e50ad5f-c5fa-4dd2-83c7-f30c1309539d/B02474DD8F667F4E/deck/8f26b258-7323-4d27-8087-0673cea32bfe?timeFrame=current_season,Mono-Blue Other,55.5%,June 22
standard_bo1,Zonk,https://mtga.untapped.gg/profile/2d8d12ec-957f-4f17-be30-d75640366389/Z33FG7OJ3ND37L5A4743V44XAQ/deck/9016bf2a-deac-48a5-aa5d-562840196235?timeFrame=current_season,Mono-Blue Other,72.1%,June 22
standard_bo1,bizabeast,https://mtga.untapped.gg/profile/4e7eb284-661b-4534-adf6-4fafdecb14f5/7LZR5IFOURD4DPNMLNVWBXAMCA/deck/2bc22664-1873-4787-9490-1463d3c6ec84?timeFrame=current_season,Bant Other,55.4%,June 22
standard_bo1,Galaasch,https://mtga.untapped.gg/profile/33896cca-67cf-4903-80f8-9baa1b4aa301/SIEGRIAT2NHRNPCJ4KS6Y5YE4Q/deck/073bf14a-d711-4932-a2bc-16ad83306c9c?timeFrame=current_season,Boros Other,60.8%,June 22
standard_bo1,Rajam,https://mtga.untapped.gg/profile/769e5b5c-f734-4a5b-8b9b-8c39140cedab/UODTKACLQJAG5FBQ7VAEYIJJB4/deck/5c0d9b12-db54-4293-bdb0-28c31fe07c80?timeFrame=current_season,5-Color Other,,June 22
standard_bo1,VALERIO,https://mtga.untapped.gg/profile/89ab1f90-8a8f-425b-9ce6-f95a53ef8fc4/YVLYBEAF3JABXCDBR74Q35KTNQ/deck/914af618-7511-49c6-9fba-f907a3e3e6ae?timeFrame=current_season,Mono-Red Prowess,63.7%,June 22
standard_bo1,MrCMagic,https://mtga.untapped.gg/profile/e8d07e36-3e90-437a-a734-a1985cd74599/HJIM2ASK2VGSZKUPTGRAYXQ5FE/deck/77edff01-c4fb-4a1a-9d2a-2aa13f34cf28?timeFrame=current_season,Orzhov Other,65.6%,June 22
alchemy_bo1,Lonehawk,https://mtga.untapped.gg/profile/47b1e417-bfc0-4ac3-b349-09b360300047/GFF5JSVENJG4REFGVPQMWYCFWY/deck/f1ff79d7-dfee-4bc5-8a3b-351b08a38fd7?timeFrame=current_season,Boros Convoke,67.2%,June 22
alchemy_bo1,yya,https://mtga.untapped.gg/profile/c2541114-3e70-4e7a-aa68-45c4713102d7/QNQUKO3QU5FSBM7X45R3AZUU2A/deck/fc906d31-12f3-42bd-81f4-b00ab4c2feb8?timeFrame=current_season,Orzhov Midrange,56.6%,June 22
historic_bo1,Aizen,https://mtga.untapped.gg/profile/c94d7039-c6b1-4921-8543-7d33c3d555b8/2M2F2FOXQJB5FDNP6DAO33MHE4/deck/4d36404c-972d-46a2-8c5c-a4309e8bc206?timeFrame=current_season,Mono-Green Devotion,65.5%,June 22
timeless_bo3,Repelex,https://mtga.untapped.gg/profile/16a8d4be-b3eb-4914-b687-0c2f578a1312/BTJWJWFO6FFD3EGHVXE2ARMAI4/deck/4a0af478-1c66-48ba-b966-4b1096d05060?timeFrame=current_season,Simic Other,71.4%,June 22
standard_bo1,JfreeDum,https://mtga.untapped.gg/profile/337e644f-0133-4777-ad2e-c8ea3f087ad9/TYDLCOW3YRBHVC4FRSIMBTJIJQ/deck/0ab8861f-6ec7-4409-8780-3ce00f7bc918?timeFrame=current_season,Dimir Other,66.7%,June 23
standard_bo1,LakeDrain87,https://mtga.untapped.gg/profile/bfec0945-07e4-4f11-91c2-576e6a2985c7/2E09A2EE14E920ED/deck/7fe91311-54e2-43d4-8290-58a23b521dfc?timeFrame=current_season,Mono-Red Aggro,64.1%,June 23
standard_bo1,Arms,https://mtga.untapped.gg/profile/94b54b99-0cda-4e6e-956a-e38d88877c39/3MOVRSFAPVBOXEVKGY3GJOC4W4/deck/9a5a172f-bed0-4b7f-b072-0ccb34af517e?timeFrame=current_season,Jeskai Control,57.6%,June 23
standard_bo1,pdxdude,https://mtga.untapped.gg/profile/d49710f1-3373-4662-9179-293e8a0858a3/A965B36136A25403/deck/6594b9b7-f551-4f72-b810-40955a6304f8?timeFrame=current_season,Mono-Red Prowess,77.8%,June 23
standard_bo1,RickeySpanisssh,https://mtga.untapped.gg/profile/3dbc5454-d160-4c61-8e56-20f3d9d79599/RGU25LJ5TBHK7ODGJGT7KOVW5Y/deck/f03429ef-73df-4342-a5e3-13b5026fdf34?timeFrame=current_season,Boros Other,73.5%,June 23
standard_bo1,Bagolboi,https://mtga.untapped.gg/profile/ec4acb93-02f6-4592-883e-075d7550f11d/G5AYSWVWHRHYBNY45HWDGKIURU/deck/7c8bda95-e77d-4772-9c56-042ba4c329d2?timeFrame=current_season,Mono-White Humans,61.8%,June 23
standard_bo1,finntroll,https://mtga.untapped.gg/profile/7c540fa9-1bdd-4e15-b26f-d70c3f8dfa3d/BKYIV7VQ7ZFXDPQYQ3NY6572SU/deck/7833320c-3094-4551-9871-ee75cca6d14b?timeFrame=current_season,Azorius Control,56.1%,June 23
standard_bo1,CarvedHands,https://mtga.untapped.gg/profile/5d421ffc-2f03-42a8-8340-7a01e9f56c30/5YIFN3GNWNEYZHGWFYMV3UU3S4/deck/cba4a1ef-61ea-429d-8d86-7c78e85bbb8f?timeFrame=current_season,Mono-Black Skeletons,47.8%,June 23
standard_bo1,Zarek,https://mtga.untapped.gg/profile/a529d0fe-12c8-4aca-a1fc-785c9a552327/ZMGMLJ3R6FE3FNSQKUV5AC5FFY/deck/4e530c3b-e0b3-492f-a8fb-8fdf94354b95?timeFrame=current_season,Mono-Black Other,55.9%,June 23
standard_bo3,LichL,https://mtga.untapped.gg/profile/3c98d28f-1fee-4512-9943-4c7f4f61292f/BC69EBB8E3069876/deck/ef2b0d0e-f8b2-4e19-9d67-c7d865b41477?timeFrame=current_season,Esper Midrange,69.2%,June 23
standard_bo3,DonWea010,https://mtga.untapped.gg/profile/54d23645-0c91-40ed-b472-1941fed40f5e/RDLMRYKU2FEI5MM5MMVZSIN64Q/deck/b3e574dd-bb26-4f15-91a9-e11ca93e027d?timeFrame=current_season,Simic Affinity,63.6%,June 23
standard_bo3,Fenix,https://mtga.untapped.gg/profile/a5406991-cbfe-4477-ad97-3097da421bbf/YC7DJBHQC5EYDEIB4FVDQTQIAQ/deck/7894a066-4db6-4f85-8416-0d37f4f2cb19?timeFrame=current_season,Dimir Control,65.6%,June 23
explorer_bo1,Skopy,https://mtga.untapped.gg/profile/68bd02f4-2c41-48a6-a88c-518ec547b34e/CCE0D7133DC72AB9/deck/e15ff10d-d547-428a-b82c-5b1ae75e6e7f?timeFrame=current_season,Rakdos Vampires,58.7%,June 23
explorer_bo3,J-Fig,https://mtga.untapped.gg/profile/b12a5831-ae66-414a-85c3-9b8c50160c4e/F13FB713D1A8C1D6/deck/c1d6fd3c-f484-4963-9099-ed06cbb2a519?timeFrame=current_season,Rakdos Vampires,,June 23
explorer_bo3,QED,https://mtga.untapped.gg/profile/2548252c-ec52-4736-bb65-a99ac8e99d41/9ADD0A75883DCDD0/deck/a4055cb6-5493-47eb-93df-de43a4ff1524?timeFrame=current_season,Izzet Phoenix,61.0%,June 23
historic_bo1,Znel,https://mtga.untapped.gg/profile/f5b632de-4849-428f-a841-a29e2d12c066/34DVF5OEIJEPFJBK3OYD2VMQQU/deck/015468c6-9c1f-4953-a915-b64f5b7c679b?timeFrame=current_season,Mono-Green Elves,73.0%,June 23
timeless_bo1,BlazingArchon,https://mtga.untapped.gg/profile/84efe096-e0ef-445d-b49e-fe0a460c4bef/1C10C3FBDAB15CB4/deck/012fe20a-e0b7-4975-8267-c2fdd1b0d6f0?timeFrame=current_season,Sultai Other,51.8%,June 23
timeless_bo1,JohNNy,https://mtga.untapped.gg/profile/7e2bb584-3bfa-429d-a068-00ac3f764c07/DFUXD4APWJF4XLPJIDXFVEF5S4/deck/aea9101f-7814-4321-b524-262842aa7ff4?timeFrame=current_season,Rakdos Phoenix,59.3%,June 23
timeless_bo3,TooMuchPuff,https://mtga.untapped.gg/profile/736e24fe-d20d-4412-a40d-094edfb75db2/YQ4S64NRM5CFJERWOZ65KYNI6I/deck/36661e0f-e7ec-41de-9fce-36d24b38b57c?timeFrame=current_season,4-Color Elementals,64.3%,June 23
timeless_bo3,GamerDadDave,https://mtga.untapped.gg/profile/9af27e42-b6d6-44ce-b924-90ba029a2bda/A7BC0518503EFA66/deck/09dd9a02-c671-46d3-8cc3-3d4574490870?timeFrame=current_season,4-Color Show and Tell,63.8%,June 23
timeless_bo3,Orangenes,https://mtga.untapped.gg/profile/4c827465-a1b1-46a5-b00c-75ae705d6ae3/38CCE7DA907261BA/deck/5e4b8169-c46f-44bc-88a5-10305b3f7db5?timeFrame=current_season,4-Color Other,63.6%,June 23
standard_bo1,Narita,https://mtga.untapped.gg/profile/4165f045-f252-4c22-a1f5-9beeaa11da0b/QYLJJWT4E5FKBG7Q7WP2GVL2KQ/deck/8504a998-10b1-47fc-8588-69ab9f6edf33?timeFrame=current_season,Boros Convoke,57.5%,June 23
standard_bo1,AfflictionCrush,https://mtga.untapped.gg/profile/10aa76a4-5091-44bd-bb30-219b9c151490/N7DU2YPFHJBQFKSAXMZH763LCU/deck/2b94ec89-4365-4b4c-98a2-69d0c5fc748c?timeFrame=current_season,Boros Convoke,65.1%,June 23
standard_bo1,aparejata,https://mtga.untapped.gg/profile/6d7489db-982f-45d4-a9ed-b71edc31373d/TTJLIFCWXBDQTJYFTQELX4KUGA/deck/a8bdb125-fe3c-4019-97fc-ac2afc59598f?timeFrame=current_season,Mono-Black Skeletons,58.0%,June 23
standard_bo1,lost,https://mtga.untapped.gg/profile/e8a7a5bf-816e-4f43-a44e-e01de6695989/YADTTOGGRRGCXOZWS5BR4YJKZI/deck/a4f83858-3be3-456c-a66e-ba1f5baa0b37?timeFrame=current_season,Azorius Control,57.3%,June 23
standard_bo1,megglenn,https://mtga.untapped.gg/profile/8207ca6c-912c-4b53-a8ed-540af09ddc04/DKZZZL47IZG4DJFMYPLHMT6ZXE/deck/8ecc6d32-2a17-4e37-83b8-2bdb49c84395?timeFrame=current_season,Boros Convoke,71.3%,June 23
standard_bo1,なおたん,https://mtga.untapped.gg/profile/7e4acda9-bb04-4e25-a61c-376de9d467b2/YQX6J32UDNEGLKCN3PFV5B2LMY/deck/4641cbf0-1835-4399-8989-14480f48f778?timeFrame=current_season,Mono-Blue Tempo,65.3%,June 23
standard_bo3,BlackDenn,https://mtga.untapped.gg/profile/e1453a8b-2d1b-4703-894e-7f748b48e822/VKSQPCNUWFCPNI4ZAXKXVLBCXM/deck/679695b1-6db8-47eb-a807-d84214a704e3?timeFrame=current_season,Boros Convoke,68.2%,June 23
standard_bo3,Saworz,https://mtga.untapped.gg/profile/1aec7e9c-3846-47fa-9ac6-bc181b2d56ad/AE583E72134C0C20/deck/6238d180-50d3-4d6a-a7e4-ecf183a720ba?timeFrame=current_season,Mono-Green Stompy,51.4%,June 23
standard_bo3,hiro,https://mtga.untapped.gg/profile/531de0d9-0868-4b68-a4da-af7941bec806/2IHQ7ZHDGRFCFAS3MHJCASBBKA/deck/4ea3d9c5-7a32-4a7f-8be5-a06a2a16a128?timeFrame=current_season,Mono-Black Midrange,57.1%,June 23
standard_bo3,LocalPro,https://mtga.untapped.gg/profile/1d1ff23e-6bcb-4cb5-bb66-ab99dab1a321/9BD30406FBB5EE28/deck/6f20ff8b-b8be-480a-ad9d-94f7bd3fdcdc?timeFrame=current_season,Mono-Red Aggro,72.2%,June 23
standard_bo3,Horus,https://mtga.untapped.gg/profile/9a345fda-53fe-452e-b55f-3e8b4ce00e6a/T3BKUSVBIFE3ZPKMTBTGXZ3A34/deck/d378764b-4ab6-49fc-a0c5-b8138097a993?timeFrame=current_season,Simic Other,72.2%,June 23
standard_bo3,RTB,https://mtga.untapped.gg/profile/7b79d915-7597-424e-b0b7-208a0c77afd6/4MN5JFTEVJCIBFMS7EGGQHHSB4/deck/11d166ed-fe1c-4b83-82f5-dcc9e6919a18?timeFrame=current_season,Grixis Midrange,49.4%,June 23
explorer_bo1,dot,https://mtga.untapped.gg/profile/ccbb044b-912d-4bc5-a1f3-609ea9c3154f/KGP3AUSLAJBAFAHRRKKK3MBVZM/deck/873ac50b-f67a-485a-a12a-ee59f53bba16?timeFrame=current_season,Selesnya Angels,66.7%,June 23
explorer_bo1,Jon Connington,https://mtga.untapped.gg/profile/417e335c-be8a-4293-9ed4-8b7ad7fc0b71/ZEQWDRIXVBHVVIKIAQSGAC4FJ4/deck/5c133bbf-f4e3-4e45-b803-a53ad5882392?timeFrame=current_season,Abzan Amalia,55.3%,June 23
explorer_bo3,insecter_ryo,https://mtga.untapped.gg/profile/2360b88e-fade-4b4c-886f-02205eece3c9/ZJDVY653NNE6BPSCUQIF6TOXI4/deck/5b05a955-961b-4f56-86e2-37d401bf517b?timeFrame=current_season,Azorius Control,61.0%,June 23
explorer_bo3,Gohki5050,https://mtga.untapped.gg/profile/ececc2cc-1bcd-4634-9974-426d00445925/RONIYZPZ5VGKPO3TJNJFJHOH3E/deck/75dade2d-0eeb-4d74-b41a-0af05ded0371?timeFrame=current_season,Mardu Other,55.6%,June 23
alchemy_bo1,Grinnertoo,https://mtga.untapped.gg/profile/0a1c5feb-ab3d-4633-adb2-df9f75a8e58d/7QEOW5AUMFD7XATBCS7BWEZBQI/deck/6c388243-13ca-4775-ba67-2d3f5ffa8e98?timeFrame=current_season,Rakdos Other,60.9%,June 23
historic_bo1,SkarloTV,https://mtga.untapped.gg/profile/e8eb697d-838a-4cd2-941b-7c46a8031307/TJ4WLLDZWZADHLIRR5EOYCMLUA/deck/bb441a41-0552-4221-864b-f87b2f7426ed?timeFrame=current_season,Izzet Wizards,82.4%,June 23
timeless_bo1,プロトン,https://mtga.untapped.gg/profile/002f8877-9a43-4990-958e-5c7233f27e62/WQERGPTOXNB7TAQ6VMOQ5JA33I/deck/13f21d8f-e37e-4c28-86d1-4eee0abafa0a?timeFrame=current_season,4-Color Belcher,64.3%,June 23
